User,Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
DojaAccess | Fan Account,07.03.20 06:41,doja talking about the coronavirus is the funniest thing i’ve heard all day https://t.co/XbFBPCr6df,,https://www.twitter.com/user/status/1236180077865578497,20328,108460,49.33
David🌹🌹🌹,07.03.20 06:35,"CORONAVIRUS.
9 million people worldwide regularly die of hunger each year. There is no global collaboration to tackle this unlike the current virus outbreak. Nor indeed any mass media coverage if any. 
THE REASON is simple.
Rich people do not catch starvation.",,https://www.twitter.com/user/status/1236178570743083010,2319,5953,18.17
Plathanos 🐝🇩🇴 #HIVESZN,07.03.20 06:16,I will use my new found immortality to defeat the coronavirus https://t.co/hLHhGvfNUn,,https://www.twitter.com/user/status/1236173925844844545,2640,9101,210.64
David Lo Pun-ch Nazis,07.03.20 06:10,"Coronavirus seems to be showing that, for all it’s talk about lack of resources, capitalism had the capacity to accommodate disabled people requiring flexible working arrangements - it just didn’t want to.",,https://www.twitter.com/user/status/1236172402561703942,5574,20385,18.4
EarthShakerPH,07.03.20 06:02,"BREAKING: The Department of Health (DOH) already placed the country's #COVID19 Alert to CODE RED as of this afternoon. 

They also asked the President to declare PUBLIC HEALTH EMERGENCY for the Philippines. 

|via @ABSCBNNews https://t.co/BRiJeaD83B",,https://www.twitter.com/user/status/1236170249466077186,4591,7168,110.78
ABS-CBN News,07.03.20 05:50,"DOH has recommended to the President the declaration of public health emergency. 

The department has raised #COVID19 Philippines alert to Code Red. | via @raphbosano #coronavirus https://t.co/gx5iC9S0hh",,https://www.twitter.com/user/status/1236167311469375488,5099,10496,13587.84
Marco Sampietro,07.03.20 05:49,"Salvini alla notizia che un poliziotto della sua scorta é positivo al Coronavirus: invece di dire mi spiace per lui, spero stia bene, ha scritto su FB ""io sto bene, mai entrato in contatto con lui"". Empatia 0, egocentrismo 1000.",,https://www.twitter.com/user/status/1236167169618128896,2691,13322,4.26
Ted Lieu,07.03.20 05:34,"Dear @CDCDirector Redfield: The unacceptable lack of #coronavirus test kits is not decisive leadership by @realDonaldTrump, it is a dereliction of duty. If you don’t understand the difference, you need to resign. 

When are we getting the test kits? https://t.co/mLtZTBiRuH",,https://www.twitter.com/user/status/1236163257850720256,7253,19025,2771.12
The Spectator Index,07.03.20 05:23,"Coronavirus death toll

China: 3070
Italy: 197
Iran: 124
South Korea: 44
US: 15
France: 9
Spain: 8
Japan: 6
Australia: 2
UK: 2
Hong Kong: 2
Iraq: 2
Switzerland: 1
Netherlands: 1
Thailand: 1
Taiwan: 1
San Marino: 1
Philippines: 1",,https://www.twitter.com/user/status/1236160621286010883,4849,9160,2598.05
Osita Nwanevu,07.03.20 05:22,Trump offhandedly saying coronavirus is good for the American economy because people won't leave and spend money in other countries is a great reminder that the press has never really been sufficiently invested in finding out just how stupid he actually is.,,https://www.twitter.com/user/status/1236160355019239426,2919,18412,137.3
Michael McFaul,07.03.20 05:14,"Stanford just cancelled classes for the rest of the quarter. To those in DC proclaiming that the #COVID19 is contained, it sure doesn't feel that way here in California. https://t.co/VFHwchYRaB",,https://www.twitter.com/user/status/1236158297243172866,2569,6345,1148
Leni Robredo,07.03.20 05:12,"[A] WATCH: Ilang paalala para maging ligtas laban sa #COVID19, mula kay VP Leni Robredo. https://t.co/mGWGIvmcVh",,https://www.twitter.com/user/status/1236157675445993472,4216,12821,469.81
Ted Lieu,07.03.20 04:51,"How do you know @realDonaldTrump and his advisors are lying to you about @POTUS stopping the #Coronavirus? Because new @CDCgov guidance tells older Americans to stay at home as much as possible.

DO NOT LISTEN TO TRUMP. LISTEN TO CDC, NIH &amp; YOUR DOCTOR.

https://t.co/SuVlFFl21V https://t.co/5GTistSqfK",,https://www.twitter.com/user/status/1236152580108996608,2131,5383,2771.12
ABC7 News,07.03.20 04:40,JUST IN: @Stanford is canceling all in-person courses for the remainder of the winter quarter due to #coronavirus concerns. https://t.co/6Ayo0To57c,,https://www.twitter.com/user/status/1236149733300809732,1963,2567,1314.96
Thidakarn,07.03.20 04:37,"#ล้างมือ เป็นมาตรการที่สำคัญมากในการป้องกันการติดเชื้อ #COVIDー19 แต่คนส่วนใหญ่ยังล้างแบบยื่นมือผ่านน้ำ ซึ่งไม่เวิร์ค 

ลองนึกภาพถ้าสับกระเทียมมา แล้วแฟนจะขอมือไปจุ๊บ เราจะล้างมือสะอาดแค่ไหน นั่นแหละค่ะ ถึงจะสะอาดพอสำหรับป้องกันโรค😷",,https://www.twitter.com/user/status/1236148944465362946,5382,1712,1695.86
Wally.,07.03.20 04:26,Menos mal a mi doctor Uribe no le va a dar Coronavirus porque él es experto en lavarse las manos. 🙏🏻,,https://www.twitter.com/user/status/1236146295980601348,4941,18861,782.25
Jon Cooper 🇺🇸,07.03.20 04:23,"If there was a coronavirus outbreak at Mar-a-Lago, I bet @realDonaldTrump would take this health crisis a lot more seriously. 🦠",,https://www.twitter.com/user/status/1236145312441479170,3053,19051,880.56
dani ♡,07.03.20 04:18,idk what I’m scared of more...the coronavirus or catching feelings,,https://www.twitter.com/user/status/1236144162812067841,1876,8177,53.58
PAPPY BEST,07.03.20 04:08,"So let me get this straight.

Germany, within a week, made a test for #COVID19 in January.  JANUARY

We did not get any of those tests.

Someone here made the decision to make our own American test.

Who made that decision to wait? 

Who is profiting on the deaths of Americans?",,https://www.twitter.com/user/status/1236141657831047169,5416,13554,16.74
BearBig,07.03.20 04:01,"The 87-year old patient stayed in Wu Han hospital for nearly a month, haven't see the sunset since then. On his way to do the Ct scan, his young doctor Kai Liu stopped and they watched the sunset together. Another touching moment during the Coronavirus. #COVIDー19 https://t.co/NyYrqObiIA",,https://www.twitter.com/user/status/1236139967241281536,7595,13056,1.62
Tony Lin (social distancing aka introverting),07.03.20 04:00,"After talking to several friends, I realize many ppl still aren't prepared for the societal impacts of coronavirus. Want to dedicate a thread about what I observed in Chinese society, and what you should be mentally prepared for. It goes beyond the disease itself:",,https://www.twitter.com/user/status/1236139704627728385,7819,18871,21.48
Marbuny Bebebebebebé,07.03.20 03:58,Ñejo me ha enseñado más del Coronavirus que la OMS. https://t.co/wWvUlJ9A3j,,https://www.twitter.com/user/status/1236139205304205312,2277,7090,9.88
เราเอง,07.03.20 03:57,ปิดร้านเลยดีปะ ภาพประวัติศาสตร์จตุจักรมากอิดอก #COVIDー19 https://t.co/nV5kukaSjx,,https://www.twitter.com/user/status/1236138953322852352,55854,7460,0.35
ชุนโจ,07.03.20 03:48,เคสนักศึกษาไทยที่กลับจากอิหร่าน แล้วไม่ยอมกักตัวเองอยู่บ้าน ยังคงเดินทางไปไหนมาไหน เพราะคิดว่าตัวเองไม่เป็นอะไร แล้วเป็นไงล่ะ มาตรวจทีหลัง แล้วเจอว่าติดเชื้อ #COVID19 ความเห็นแก่ตัว ความไม่รับผิดชอบต่อสังคม ตอนนี้คนที่ใกล้ชิดนศ.คนนั้น คือ 60 คนเลยนะ ที่กลายเป็นกลุ่มเสี่ยง,,https://www.twitter.com/user/status/1236136647248334850,6249,402,100.69
white zinfangirl,07.03.20 03:47,coronavirus made flights so cheap y’all can finally afford to hang out with your internet boyfriend,,https://www.twitter.com/user/status/1236136251671052288,93524,662210,5.21
Maggie Haberman,07.03.20 03:23,"The president, while standing at the CDC with top experts and scientists dealing with coronavirus, cited Fox News as his source for knowing what the current number of cases is in the US",,https://www.twitter.com/user/status/1236130379888762887,5496,20374,2572.6
Sarah Kliff,07.03.20 03:17,"Arkansas can only test five patients for Coronavirus per day.

Maine can't test any yet. 

Washington State has a backlog of tests it hasn't gotten through.

New from me, @katie_thomas and @NickAtNews on the Coronavirus testing scramble.

https://t.co/aQcmTe5He6",,https://www.twitter.com/user/status/1236128939376095232,3896,5553,423.17
Florida Dept. Health,07.03.20 03:15,".@HealthyFla has announced 3 new presumptive positive Florida #COVID19 cases: 2 in Broward County that are isolated and 1 in Lee County that is deceased. A previously-announced case in Santa Rosa County is also deceased. For #COVID19 updates, visit https://t.co/e1S8bGG26U",,https://www.twitter.com/user/status/1236128372494909442,1798,1545,170.52
Act Panamericana,07.03.20 03:12,"“Los tiempos de Dios son perfectos”: Iván Duque, sobre la llegada del Coronavirus al país.",,https://www.twitter.com/user/status/1236127582086721541,2136,7441,1471.31
Robert Samples,07.03.20 03:12,"Just got an email from UCONN saying that if you get the coronavirus and exaust your 3 sick days per semester you have to use vacation days or personal leave days to recover.

This is how you get people to come back to work when they are still contagious.",,https://www.twitter.com/user/status/1236127430605254658,41908,201301,1.6
Cheryl Lausch,07.03.20 03:06,"I’m an older (57yr) RN. I lived through H1N1 &amp; Avian flu. In hospital, clinic &amp; public health units we were over prepared. Speaking out National Nurses United has stated alarm for our nurses. I am stunned by disregard &amp; unpreparedness of this administration  for coronavirus.",,https://www.twitter.com/user/status/1236126130114977793,11851,39279,25.26
Legion Hoops,07.03.20 02:52,BREAKING: The NBA has told teams that there’s a chance games in the future may be played without any fans in attendance due to the coronavirus.,,https://www.twitter.com/user/status/1236122526708686848,1678,7624,796.79
Shams Charania,07.03.20 02:51,"Sources: The NBA has sent a memo to its franchises explaining that, due to coronavirus outbreak, teams should be preparing to play games without fans in attendance and identifying “essential staff” present for these games -- should it be necessary.",,https://www.twitter.com/user/status/1236122231656378373,9597,37728,1641.26
James Woods,07.03.20 02:49,"Exclusive: China's silence caused dangerous global coronavirus spread, says Gordon Chang /// And the porous borders in “progressive” countries around the world, of course... https://t.co/XIbBoHsEKJ",,https://www.twitter.com/user/status/1236121878906847232,3343,9020,4701.49
#TuckFrump,07.03.20 02:47,"Two Attendees at Major Republican Conference Just Tested Positive for Coronavirus, Pence and Pompeo Attended https://t.co/M5l86bLDLx",,https://www.twitter.com/user/status/1236121330078146567,1953,4299,161.88
Cuomo Prime Time,07.03.20 02:44,"Former Democratic Sen. Al Franken on coronavirus says we need to talk ""about Donald Trump and how awful he is as not just a President but as a human being.""

""When you have a crisis like this, the strongest thing you can bring to it as a leader is credibility…he has none."" https://t.co/2xGNqoezeV",,https://www.twitter.com/user/status/1236120536578699270,2292,7787,323
Tiburoncin en cuarentena🦠,07.03.20 02:41,"ENCONTRARON LA CURA DEL CORONAVIRUS a partir de la célula de rana, los doctores confirman que una vez inyectado sino sana hoy sanará mañana",,https://www.twitter.com/user/status/1236119731574358017,34356,206302,114.36
Syed Akbaruddin,07.03.20 02:31,"Namaste 🙏🏽

A healthy Indian tradition is gaining new ground @UN as diplomats strive to keep in tune with the times. 

As on so many other issues, India &amp; Singapore agree on this too. 

#coronavirus https://t.co/E0I06PD6Ec",,https://www.twitter.com/user/status/1236117228283727872,3982,22626,585.53
Eduardo Bolsonaro🇧🇷,07.03.20 02:19,"Trump nota um repórter sorrindo enquanto fala com coronavírus ...

Trump: ""Você está sorrindo quando digo isso, de onde você é, a propósito?""

Repórter: ""Eu sou ... sou da CNN""

Trump: ""Eu não assisto CNN, por isso que não o reconheço... CNN é fake news""😂😂😂 https://t.co/5CRo5ORhhR",,https://www.twitter.com/user/status/1236114203167141889,2775,14345,3992.36
Educating Liberals,07.03.20 02:15,"Dear libs,

Planned Parenthood killed 1000 more people today than the Coronavirus did.

But babies being ripped limb from limb from their mother’s wombs doesn’t bother you as much as catching a cold does.

Shameful.",,https://www.twitter.com/user/status/1236113104582389760,9594,21256,816.89
James Woods,07.03.20 02:11,"Surprisingly it’s the French who are on the cutting edge of social behavior modification in the war on #Coronavirus. Bravo, mes enfants! https://t.co/ylEATM2R7x",,https://www.twitter.com/user/status/1236112141435846656,2358,8354,5128.9
Shimon Prokupecz,07.03.20 02:10,"FBI has its first case of Corona. 

An FBI employee out of the San Francisco field division has tested positive for the coronavirus.",,https://www.twitter.com/user/status/1236111888095883264,2143,3969,277.81
.III. นต หลักการสำคัญกว่าตัวบุคคล,07.03.20 02:08,"ยอดตอน 9 โมง 5 นาที จำนวนเคสติดเชื้อ #COVIDー19 
เยอรมัน = 670
ฝรั่งเศส = 613
สวิสเซอแลนด์ = 214
คำถามคือทำไม 3 ประเทศนี้ถึงไม่อยู่ในกลุ่มเสี่ยงของ สธ.?",,https://www.twitter.com/user/status/1236111326822318081,10825,2672,21.3
James Woods,07.03.20 02:00,Touching one’s own face is not recommended as the #Coronavirus spreads rampantly across the world. Touching the face of another is simply unacceptable.      #NotOkayJoe https://t.co/g2kSUIS3hU,,https://www.twitter.com/user/status/1236109394233843715,3673,11125,5128.9
nestnest,07.03.20 01:47,สุดปังค่ะอีดอก กลับจากเกาหลีเที่ยวว่อนไปทั่วไทย มีผัวเกาหลีที่อยู่ด้วยกันทำงานพึ่งกลับจากญี่ปุ่น สิงคโปร 3 อาทิตย์ก่อน มีเพื่อนในเฟสโพสต์เตือนภัย ร้อนตัวไปคอมเมนต์ด่าเขาอีก บอกกลัวมากนักก็ให้อยู่บ้าน อห.(ไม่ใช่โอโห้ แต่คืออีเหี้ย) มีต่อ #COVIDー19 #ผีน้อยเกาหลี #รัฐบาลขอทาน https://t.co/xEQtIlPHjO,,https://www.twitter.com/user/status/1236106133443497984,33652,3430,0.07
b-boy bouiebaisse,07.03.20 01:40,"Any Democrat who goes on camera for any reason should be using the coronavirus outbreak to make the case for a stronger, more comprehensive social safety net, the same way Republicans used the Ebola outbreak to argue for greater border security.",,https://www.twitter.com/user/status/1236104507215556608,3057,19500,749.7
TheDisabilityEnthusiast,07.03.20 01:37,So I just found out my local community college is making accommodations for any student with coronavirus that they couldn't make for me while I was there with my chronic illness and I'm just a little salty.,,https://www.twitter.com/user/status/1236103766136377344,1791,12063,28.55
Ryan Struyk,07.03.20 01:31,"Latest @CNN reporting:

4:25 p.m: Minnesota reports first coronavirus case

5:20 p.m: First coronavirus case in Oklahoma

6:35 p.m: Connecticut reveals first coronavirus case

7:18 p.m: First coronavirus case in Kentucky reported

8:05 p.m: Nebraska reports first coronavirus case",,https://www.twitter.com/user/status/1236102193289322496,9172,17897,119.29
Tulsi Gabbard 🌺,07.03.20 01:27,South Korea has the ability to test #coronavirus on-site with rapid accurate results. Why isn’t the Trump/Pence Administration importing these tests now to ensure the health and safety...,,https://www.twitter.com/user/status/1236101226158149634,2228,11495,1718.09
mes #TeamPinky,07.03.20 01:25,"174 new cases of Coronavirus in Korea 

There are now 6,767 total cases in Korea

There have been 44 deaths related to Coronavirus

118 patients have recovered and been discharged from the hospital, with 1 case of re-infection https://t.co/ohi9jdmiQx",,https://www.twitter.com/user/status/1236100739685969921,2546,4728,749.94
Preet Bharara,07.03.20 01:22,Is it just me or is Trump’s lying crap about the Coronavirus infinitely less credible (and infinitely more dangerous) than all his other epic lying?,,https://www.twitter.com/user/status/1236099889546829824,9885,60531,2532.65
Kamala Harris,07.03.20 01:13,"This is irresponsible. Pretending coronavirus cases don’t exist won’t make this crisis go away—it will only expose more people to harm.
 
My message to Trump: it’s time to start taking this crisis seriously. https://t.co/WcB37IeRcQ",,https://www.twitter.com/user/status/1236097673691832320,6915,35069,2512.94
Whothatgurl,07.03.20 01:04,#COVIDー19 Something we all need to be aware and alert of. It's now up to 3rd gen infection. Watch this video (borrowed) to understand how easy it is to spread the virus. #coronavirus https://t.co/USNpSQl2pP,,https://www.twitter.com/user/status/1236095399691083776,7909,11618,0.41
Liz Specht,07.03.20 01:03,I think most people aren’t aware of the risk of systemic healthcare failure due to #COVID19 because they simply haven’t run the numbers yet. Let’s talk math. 1/n,,https://www.twitter.com/user/status/1236095180459003909,41330,103074,130.42
Pat Manzano,07.03.20 00:53,People aren't panicking about #COVID19. People are pancking about the dishonesty and ignorance of this government in dealing with it.,,https://www.twitter.com/user/status/1236092563242635264,4917,21448,0.94
Vicky Dávila,07.03.20 00:19,Por favor que el Coronavirus no oculte el virus de la Ñeñepolítica...,,https://www.twitter.com/user/status/1236083930555613185,7343,25922,5414.73
HydroSquid @ Drinking Tea 🍵,07.03.20 00:12,I will singlehandedly defeat the Coronavirus https://t.co/0Lnvdq71o8,,https://www.twitter.com/user/status/1236082181467803648,21517,97172,9.66
Rep. Eric Swalwell,06.03.20 23:56,The President is making a major health care crisis worse. He must be sidelined and refrain from saying anything further about #coronavirus and allow @VP and Congress to work together to take action. Every word Trump unintelligently speaks puts more lives at risk.,,https://www.twitter.com/user/status/1236078120953950208,10088,42639,1566.44
DOUGRAS,06.03.20 23:54,"a fama subiu a cabeça
cancelado coronavirus! https://t.co/IsjuyfiOjB",,https://www.twitter.com/user/status/1236077804053311488,3402,13029,2065.23
The White House,06.03.20 23:53,It's important to know: the risk to the American public of contacting the Coronavirus remains low. https://t.co/aekA1vThSV,,https://www.twitter.com/user/status/1236077359071145985,3129,13654,37544.47
CHIZ 🇺🇸,06.03.20 23:45,"Trump notices a Reporter smiling as he talks Coronavirus...

Trump: “You’re smiling when I say that, where are you from by the way?”

Reporter: “I’m...I’m from CNN”

Trump: “I don’t watch CNN, that’s why I don’t recognize you...CNN is fake news.” 🤣🤣😂
https://t.co/83zU0BLv5B",,https://www.twitter.com/user/status/1236075410976165888,4409,10428,218.89
Dr Disrespect,06.03.20 23:41,"Mixer literally has a total of about 5k viewers right now.

Hahahaha.  

What happened?  Coronavirus?",,https://www.twitter.com/user/status/1236074562367811585,4408,87014,2627.6
Gabriel Quadri,06.03.20 23:34,"Sospechoso que sólo se hayan reportado 5 casos de Coronavirus en México, sin que la infección se propague. Eso no ha ocurrido en  ningún país. Es probable que el gobierno esté ocultado casos para no quitarle atención al autócrata...",,https://www.twitter.com/user/status/1236072679087779841,3103,11191,480.22
Pirry,06.03.20 23:31,"Para el coronavirus, tapabocas y lavarse las manos 
Para el Ñeñevirus, tapar bocas y limpiar gavetas.",,https://www.twitter.com/user/status/1236072034091888646,5520,17631,4268.68
Adam Serwer🍝,06.03.20 23:18,"Depending on how bad this gets, the pivot will be from “we have perfectly handled the coronavirus” to “see this is why you can’t trust the government” as if the issue wasn’t putting incompetent grifters in charge of it.",,https://www.twitter.com/user/status/1236068556644720642,1623,7205,610.44
All In with Chris Hayes,06.03.20 23:16,"President Trump on Americans infected with coronavirus on Grand Princess Cruise Ship: 

“I don’t need to have the numbers double because of one ship... that wasn’t our fault.” https://t.co/S3eRLTAEaS",,https://www.twitter.com/user/status/1236068104481968129,2109,3517,945.61
Trump War Room - Text SHAMROCK to 88022,06.03.20 23:13,"President @RealDonaldTrump brought together the leading commercial labs in America and asked them to partner with the United States in developing coronavirus tests.

In the last 24 hours, two of the labs have announced that tests will be available by Monday! https://t.co/QjGVVVXANv",,https://www.twitter.com/user/status/1236067506542034946,3904,12214,1358.93
Ryan Grim,06.03.20 23:07,"AIPAC confirms that two conference attendees have now tested positive for coronavirus. I reported 2 days ago this was likely. There were 18,000 people there, including 2/3rds of Congress. On Tuesday, thousands of conference goers visited Hill offices. https://t.co/pWeQQx2Gp0",,https://www.twitter.com/user/status/1236065959644925953,4268,8109,371.75
Jeff Yang,06.03.20 23:07,"Buried in the article: Out of 3000 passengers, only 46 were tested.

*Of them*, 21 were positive for coronavirus. https://t.co/LnpOPrz6Zj",,https://www.twitter.com/user/status/1236065856842428416,5045,7941,116.74
Joyce Karam,06.03.20 23:07,"Ouch. AIPAC confirms that two people who attended its Conference (Sunday and Monday) have tested Positive for #CoronaVirus.

Annual conference was in DC. VP Pence, Pompeo and Bloomberg spoke in person at the event: https://t.co/G18wmKmzwn",,https://www.twitter.com/user/status/1236065824403841026,1622,2428,289.33
Mer ☃️ #BenSoloDeservesBetter,06.03.20 23:04,"En un mes el coronavirus ha conseguido que baje la contaminación en China, que se pueda circular por la sala de la Mona Lisa y que Venecia respire de si excesivo turismo. 

Lo metes en una novela distopica apocaliptica y nadie se lo cree https://t.co/kuJ22dsWKK",,https://www.twitter.com/user/status/1236065139885031425,5562,20199,3.45
Rep. Don Beyer,06.03.20 22:52,"This is a monstrous lie from Trump.

He is denying the lived experiences of, among others, nurses in California who are getting coronavirus while caring for others and being denied testing. https://t.co/8t3wWJ3MUj

Trump's lies are endangering American lives. https://t.co/Xlk8fOBU5w",,https://www.twitter.com/user/status/1236062214827708418,2052,3977,246.46
Dr. Dena Grayson,06.03.20 22:51,"🚨BREAKING: Pence says 21 people aboard the #GrandPrincess tested positive for #coronavirus: 19 crew and 2 passengers.

Of the 2,422 guests and 1,111 crew members, only of 46 were tested.

The ship will dock, and ALL passengers will be tested/quarantined.

https://t.co/2JIiDbEr6a",,https://www.twitter.com/user/status/1236061749532659712,2019,2766,654.59
Kamala Harris,06.03.20 22:48,"If we’re encouraging sick people to stay home, then we need to address the fact that 2/3 of low-income workers don't have paid sick leave.

Californians, our state has announced financial support services for workers affected by coronavirus. Visit https://t.co/vOn1kHgXXs. https://t.co/KDdcbSj4l1",,https://www.twitter.com/user/status/1236061174569086977,6775,21348,3015.53
Dani Sanchez-Crespo,06.03.20 22:48,"Hace días que estoy preocupado por el coronavirus. Y no, no es broma. Ni es una historia con sorpresa final. Estoy preocupado de verdad. Creo que, o nos ponemos a trabajar en serio, o esto puede salir mal. Muy mal. Les cuento por qué. Dentro hilo.",,https://www.twitter.com/user/status/1236061054515523584,9832,19261,82.23
Ted Lieu,06.03.20 22:45,"Dear @CDCDirector Redfield: Did you take a loyalty oath to @realDonaldTrump?

Also, if you actually believe there was decisive leadership, how come my local health officials and others across America still don’t have the promised #coronavirus test kits? https://t.co/QVUZCU967R",,https://www.twitter.com/user/status/1236060486027763712,2879,7520,2771.12
Trump War Room - Text SHAMROCK to 88022,06.03.20 22:40,"CDC Director Robert Redfield praises President Trump on his swift action to combat the coronavirus:
 
“I want to thank you for your decisive leadership in helping us put public health first.” https://t.co/tRI8RfWMTK",,https://www.twitter.com/user/status/1236059083473653760,3985,13518,1358.93
Philip Rucker,06.03.20 22:36,"wow -- Trump, while touring the CDC, trashes the governor of Washington state, who is trying to manage the nation's biggest coronavirus outbreak https://t.co/9CKdc2MLuc",,https://www.twitter.com/user/status/1236058097392721920,4549,12104,1114.49
Aaron Rupar,06.03.20 22:33,"Trump smears Jay Inslee, governor of the state at the heart of the coronavirus outbreak: ""I told Mike [Pence] not to be complimentary of the governor, because that governor is a snake."" https://t.co/zfraPiqmGI",,https://www.twitter.com/user/status/1236057271727202305,2179,4366,145.04
Scott Dworkin,06.03.20 22:32,BREAKING: Trump called Gov Inslee “a snake.” Says he told Pence to “not be nice to him.” He’s “not a good Governor.”  Says “he’s no good. That’s the way I feel. Bye. Good luck to CNN.” This is Trump at CDC. Attacking a Governor whose state is hit with coronavirus. It’s grotesque.,,https://www.twitter.com/user/status/1236057107050479617,11058,32054,1268.6
Jim Acosta,06.03.20 22:30,"Talking about Coronavirus at CDC, Trump just referred to Wash State governor Inslee as a “snake” after Pence paid a visit there yesterday to check on the outbreak.",,https://www.twitter.com/user/status/1236056498897379330,3826,10807,2821.36
Aaron Rupar,06.03.20 22:23,"""I like the numbers being where they are. I don't need to have the numbers double because of one ship"" -- Trump explains that he doesn't want to let people off the Grand Princess cruise ship because he doesn't want the number of coronavirus cases in the country to go up https://t.co/ELhZDjiZW9",,https://www.twitter.com/user/status/1236054778318393344,4955,8191,145.04
Charlie Kirk,06.03.20 22:22,"California's Governor is keeping Americans from re-entering the state over fears they may have Coronavirus

This is a smart precautionary measure

Now if only he would stop advocating for open borders which let thousands of unchecked, possibly infected migrants flow in freely

🤔",,https://www.twitter.com/user/status/1236054588945354752,8418,26444,3219.95
Ted Lieu,06.03.20 22:19,"Why would the Mayor of Austin cancel #SXSW, which will be an economic loss for the city? Because he knows the #coronavirus has not been contained or stopped. 

If you want to protect your parents &amp; grandparents, listen to doctors. Don’t listen to Trump, Kudlow or @KellyannePolls. https://t.co/KO1CxxiCx9",,https://www.twitter.com/user/status/1236053716584693760,2906,8692,2771.12
VL 💚,06.03.20 22:18,"Supongamos q producto del coronavirus muriera una persona cada 23 hs , que haríamos como sociedad , el estado ;en nuestras casas , trabajo , colegio. Etc ? Cada 23 hs muere una mujer victima de la violencia machista , que hacemos ?",,https://www.twitter.com/user/status/1236053623936815104,2403,7068,1344.62
原口　一博,06.03.20 22:16,"自民党、安倍内閣を倒さないと日本が倒れる。
特定の番組を名指しで封じ込めようとし始めた。言論の自由もなくなった国。人々は、感染しても検査さえ受けられない。
自由も経済活動も封殺されて海外からも来るなと言われる。生きる場、行き場のない　#バカの国　では　＃COVIDー19 に勝てない。 https://t.co/u3YjWgq0jm https://t.co/dylFrYPruh",,https://www.twitter.com/user/status/1236053114752389120,2315,3513,1028.48
The Hoarse Whisperer,06.03.20 22:08,"Y’all who don’t appreciate how serious an economic hit the country is going take from coronavirus:

Austin just cancelled an event that brings in over $300 million a year to the city.

One event, one city. https://t.co/4v9h2jlHcW",,https://www.twitter.com/user/status/1236051142011953154,1754,4847,513.03
Kumail Nanjiani,06.03.20 22:05,"I know the coronavirus isn’t that scary for a lot of ppl. Many of you are young &amp; healthy &amp; will be able to defeat it without medical help. But think of those who are immunocompromised. Your caution keeps them safe. Wash your hands &amp;, if you’re sick, try &amp; stay away from crowds.",,https://www.twitter.com/user/status/1236050414291705856,53980,227172,5421.24
Act Panamericana,06.03.20 22:05,"""El coronavirus en Colombia tiene las horas contadas"", Duque.",,https://www.twitter.com/user/status/1236050336013529089,3087,11619,1471.31
Richard Stengel,06.03.20 22:04,"Why Trump admin is failing the Coronavirus test:
1. Disinformation from @potus.
2. Relentless short-termism.
3. Distrust of scientists.
4. Dismantling of institutions.
5. Incompetence.",,https://www.twitter.com/user/status/1236050002977398789,3219,9949,145.71
Aaron Rupar,06.03.20 22:03,"CDC officials are unable to explain why they didn't just use the WHO's coronavirus test instead of trying to develop their own, which ended up being a failed effort that got in the way of efforts to promptly test more Americans https://t.co/2fpQ5TQEv5",,https://www.twitter.com/user/status/1236049825143181318,1982,5225,145.04
Ted Lieu,06.03.20 21:59,"CONTINUED LACK OF #COVIDー19 TESTING IS A DERELICTION OF DUTY BY @realDonaldTrump. He knew since Jan about the #coronavirus. 

What is particularly shameful is @POTUS is using the artificially deflated numbers due to lack of testing to say the virus has been stopped. It has not. https://t.co/G1TVgZ2NPS",,https://www.twitter.com/user/status/1236048815754326016,5114,12048,2771.12
Humberto de la Calle,06.03.20 21:57,"Eso del coronavirus. Qué va. Vean las cifras. Hemos pasado por la gripa asiática, porcina, vacas locas, Sars, H5N1, aviar, H1N1. Verraco peligro caminar por las calles, tener iPhone o ser líder social.",,https://www.twitter.com/user/status/1236048295765716998,14094,42880,875.24
Buck Sexton,06.03.20 21:53,"So weird that the head of the CDC just thanked Trump for decisive leadership on Coronavirus, especially  the China travel ban- 

I was assured by many serious lib journos and Democrats in recent weeks that Trump’s travel restrictions were bad and he thought this was all a hoax",,https://www.twitter.com/user/status/1236047251702796289,7817,22725,721.58
Winston,06.03.20 21:41,"8 casos de coronavirus, riesgo país en 2500, dólar en $84, el ex contador de Cris denunciando amenazas en la justicia, derrumbe de bonos, paro del campo... Vieron que iba a estar bueno ser gobernados de vuelta por el peronismo?",,https://www.twitter.com/user/status/1236044328528752641,2315,4948,252.71
Beans After Dark,06.03.20 21:36,coronavirus rate drops to 0% https://t.co/olmMIxvyaz,,https://www.twitter.com/user/status/1236043047516897280,3007,48152,1109.1
John Harwood,06.03.20 21:35,"President Trump doesn't just reject economists' warnings that he needs to act to avert recession

he told me today coronavirus is helping the economy by keeping American dollars from traveling abroad

my @CNN analysis

https://t.co/VJLbOVdMJw",,https://www.twitter.com/user/status/1236042866826383360,2425,4210,909.77
CaliG,06.03.20 21:35,Le prochain qui veut me dire bonjour je lui fais comme Koffi Olomidé « Non Corona » et je le tchek des pieds 🦶 😂 #Coronavirus #COVIDー19 https://t.co/eCeWn38hfO,,https://www.twitter.com/user/status/1236042753814994945,1659,1922,29.48
